session,method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
eitaro_20260410_155023,RTBP,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,12.518711729841636,12.790664497725412,-0.29592752124527333,12.518711729841636,18.714418974411835,18.714418974411835
eitaro_20260410_155023,RTBP,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,6.195707244570196,6.336822202404223,-0.3055661122966802,-6.195707244570196,18.714418974411835,18.714418974411835
eitaro_20260410_155023,SinBP_D,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,12.853258524290888,13.128075130101976,-0.3149275837703173,12.853258524290888,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,6.359287528236705,6.501088325031119,-0.32172762489703177,-6.359287528236705,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,28.52195837221989,28.619918811264487,-0.21358635553828165,28.52195837221989,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,8.08385982158083,8.259444978294026,-0.3149709325067242,8.08385982158083,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,27.514229275053935,27.598689297610072,-0.13817343137566737,27.514229275053935,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,7.488840045649156,7.6826862207328706,-0.387432029889286,7.488840045649156,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,30.703767635213204,30.797828224884316,-0.25415399430341934,30.703767635213204,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,10.480279409311311,10.583355954801704,-0.35150772979900513,10.480279409311311,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_M,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,12.49759903872355,12.733357988708022,-0.27080717355278494,12.49759903872355,18.66296598986572,18.66296598986572
eitaro_20260410_155023,SinBP_M,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,6.165366951142171,6.286057829947882,-0.27732118525493865,-6.165366951142171,18.66296598986572,18.66296598986572
jin_20260409_182834,RTBP,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",97,4.557094250411467,5.649774904268174,-0.181020268310759,-3.5188050496156764,3.9400230074579023,-0.05615903517391882
jin_20260409_182834,RTBP,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",97,3.5459828437308514,4.404184420428489,0.38501034660538347,-3.462646014441758,3.9400230074579023,-0.05615903517391882
jin_20260409_182834,SinBP_D,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",86,3.5340637280940754,4.403507212433349,-0.18018782447686393,1.4485739454768989,3.861828331700359,0.37801321492110895
jin_20260409_182834,SinBP_D,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",86,2.3408408781838292,2.9309193616514935,0.469129760775922,1.0705607305557898,3.861828331700359,0.37801321492110895
jin_20260409_182834,SinBP_D_EOnly,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",88,3.201135262749545,4.107223500296302,-0.08114673138733024,-0.5885337436859829,4.243828639808991,1.5378301741613762
jin_20260409_182834,SinBP_D_EOnly,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",88,2.904532159835779,3.917483788108571,0.2971761499001361,-2.1263639178473595,4.243828639808991,1.5378301741613762
jin_20260409_182834,SinBP_D_E2,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",88,3.2263491314071913,4.176625850820328,-0.06365335969727819,-1.1895071012460638,4.237903258908681,1.2864517125086061
jin_20260409_182834,SinBP_D_E2,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",88,3.084007523605722,4.022705799247787,0.30363520408388023,-2.47595881375467,4.237903258908681,1.2864517125086061
jin_20260409_182834,SinBP_D_LocalA,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",84,3.6818435998288677,4.560415272650246,-0.18278253692416313,1.450685839533492,4.19685474996025,0.8468728350930184
jin_20260409_182834,SinBP_D_LocalA,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",84,2.410208200811379,3.157529277805153,0.34383117315158546,0.6038130044404736,4.19685474996025,0.8468728350930184
jin_20260409_182834,SinBP_M,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",75,2.8798105410261443,3.852425848869023,-0.002286777811152281,-0.6233499414441355,3.825781037740022,-1.6231026314624288
